initial_weight_kg,age_days,sex_male,bos_indicus_proportion_pct,supplement_amount_kg_day,supplement_crude_protein_pct,supplement_metabolizable_energy,supplementation_frequency_days_week,forage_crude_protein_pct,forage_digestibility_pct,days_on_pasture,paddock_rotation,transport_stress,mean_temperature_c,accumulated_rainfall_mm,days_since_health_event,health_event_duration_days,recent_vaccination,recent_deworming,adg_kg_day
155,530,0,50,0.96,35,2.2,7,6.58,53.8,383,1,0,20,202.4,0,0,0,0,0.430809399477807
260,530,0,50,0.906,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.13953488372093
193,530,0,50,0.9,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.355481727574751
183,530,0,50,0.798,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.275747508305648
151,530,0,50,0.723,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.299003322259136
165,530,0,50,0.858,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.401993355481728
177,530,0,50,0.867,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.372093023255814
153,530,0,50,0.651,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.212624584717608
210,530,0,50,0.93,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.332225913621262
143,530,0,50,0.783,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.39202657807309
169,530,0,50,0.714,35,2.2,7,6.58,53.8,301,1,0,20,202.4,0,0,0,0,0.229235880398671
169,530,0,50,0.984,35,2.2,7,6.58,53.8,383,1,0,20,202.4,0,0,0,0,0.415143603133159
124,530,0,50,0.837,35,2.2,7,6.58,53.8,383,1,0,24,202.4,0,0,0,0,0.404699738903394
112,530,0,50,0.549,35,2.2,7,6.58,53.8,259,1,0,24,202.4,0,0,0,0,0.274131274131274
123,530,0,50,0.594,35,2.2,7,11.35,63,259,1,0,31,202.4,0,0,0,0,0.28957528957529
112,530,0,50,0.618,35,2.2,7,11.35,63,154,1,0,31,202.4,0,0,0,0,0.61038961038961
89,530,0,50,0.309,35,2.2,7,11.35,63,259,1,0,31,202.4,0,0,0,0,0.540540540540541
120,530,0,50,0.54,35,2.2,7,11.35,63,259,1,0,31,202.4,0,0,0,0,0.231660231660232
115,530,0,50,0.516,35,2.2,7,11.35,63,259,1,0,31,202.4,0,0,0,0,0.22007722007722
167,530,0,50,0.618,35,2.2,7,11.35,63,154,1,0,31,202.4,0,0,0,0,0.253246753246753
185,530,0,50,0.894,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.313019390581717
179,530,0,50,0.942,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.373961218836565
205,530,0,50,0.972,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.329639889196676
207,530,0,50,156,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.401662049861496
240,530,0,50,1.104,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.354570637119114
222,530,0,50,0.912,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.227146814404432
193,530,0,50,0.954,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.346260387811634
169,530,0,50,0.87,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.335180055401662
194,530,0,50,0.954,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.343490304709141
265,530,0,50,1.122,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.301939058171745
275,530,0,50,0.84,35,2.2,7,11.35,63,43,1,0,31,202.4,0,0,0,0,0.116279069767442
230,530,0,50,0.675,35,2.2,7,6.58,53.8,43,1,0,24,202.4,0,0,0,0,-0.116279069767442
177,530,0,50,0.531,35,2.2,7,6.58,53.8,148,1,0,24,202.4,0,0,0,0,0
278,530,0,50,0.81,35,2.2,7,6.58,53.8,43,1,0,24,202.4,0,0,0,0,-0.186046511627907
192,530,0,50,0.594,35,2.2,7,6.58,53.8,43,1,0,24,202.4,0,0,0,0,0.13953488372093
121,530,0,50,0.603,35,2.2,7,6.58,53.8,154,1,0,24,202.4,0,0,0,0,0.519480519480519
272,530,0,50,0.822,35,2.2,7,11.35,63,43,1,0,31,202.4,0,0,0,0,0.465116279069767
180,530,0,50,0.54,35,2.2,7,6.58,53.8,148,1,0,24,202.4,0,0,0,0,0
238,530,0,50,0.714,35,2.2,7,6.58,53.8,43,1,0,24,202.4,0,0,0,0,0
164,530,0,50,0.492,35,2.2,7,6.58,53.8,148,1,0,24,202.4,0,0,0,0,0
204,530,0,50,0.618,35,2.2,7,6.58,53.8,43,1,0,24,202.4,0,0,0,0,0.465116279069767
149,530,0,50,0.564,35,2.2,7,6.58,53.8,154,1,0,24,202.4,0,0,0,0,0.253246753246753
224,530,0,50,0.657,35,2.2,7,11.35,63,43,1,0,31,202.4,0,0,0,0,-0.116279069767442
283,530,0,50,0.84,35,2.2,7,11.35,63,43,1,0,31,202.4,0,0,0,0,-0.697674418604651
166,530,0,50,0.498,35,2.2,7,11.35,63,148,1,0,31,202.4,0,0,0,0,0
302,530,0,50,0.906,35,2.2,7,11.35,63,148,1,0,31,202.4,0,0,0,0,0
268,530,0,50,0.81,35,2.2,7,11.35,63,43,1,0,31,202.4,0,0,0,0,0.465116279069767
162,530,0,50,0.597,35,2.2,7,11.35,63,154,1,0,31,202.4,0,0,0,0,0.24025974025974
186,530,0,50,0.558,35,2.2,7,11.35,63,148,1,0,31,202.4,0,0,0,0,0
124,530,0,50,0.567,35,2.2,7,11.35,63,154,1,0,31,202.4,0,0,0,0,0.422077922077922
197,530,0,50,0.78,35,2.2,7,11.35,63,154,1,0,31,202.4,0,0,0,0,0.409090909090909
224,530,0,50,168,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.365650969529086
246,530,0,50,18,35,2.2,7,11.35,63,361,1,0,31,202.4,0,0,0,0,0.315789473684211
110,530,0,50,0.33,35,2.2,7,5.62,51.5,566,1,0,23,15.2,0,0,0,0,0
109,530,0,50,0.906,35,2.2,7,5.62,51.5,566,1,0,23,15.2,0,0,0,0,0.340989399293286
137,530,0,50,147,35,2.2,7,5.62,51.5,566,1,0,23,15.2,0,0,0,0,0.374558303886926
89,530,0,50,111,35,2.2,7,5.62,51.5,566,1,0,23,15.2,0,0,0,0,0.438162544169611
138,530,0,50,1.149,35,2.2,7,5.62,51.5,525,1,0,23,15.2,0,0,0,0,0.466666666666667
133,530,0,50,0.975,35,2.2,7,5.62,51.5,525,1,0,23,15.2,0,0,0,0,0.365714285714286
132,530,0,50,198,35,2.2,7,5.62,51.5,525,1,0,23,15.2,0,0,0,0,0.445714285714286
112,530,0,50,165,35,2.2,7,5.62,51.5,566,1,0,23,15.2,0,0,0,0,0.429328621908127
115,530,0,50,1.2,35,2.2,7,5.62,51.5,566,1,0,23,15.2,0,0,0,0,0.503533568904594
83,530,0,50,0.903,35,2.2,7,5.62,51.5,891,1,0,23,15.2,0,0,0,0,0.244668911335578
106,530,0,50,0.813,35,2.2,7,5.62,51.5,776,1,0,23,15.2,0,0,0,0,0.212628865979381
150,530,0,50,0.918,35,2.2,7,5.62,51.5,539,1,0,23,15.2,0,0,0,0,0.289424860853432
170,530,0,50,0.978,35,2.2,7,5.62,51.5,449,1,0,23,15.2,0,0,0,0,0.347438752783964
209,530,0,50,1.104,35,2.2,7,5.62,51.5,532,1,0,23,15.2,0,0,0,0,0.298872180451128
260,530,0,50,0.78,35,2.2,7,5.62,51.5,473,1,0,23,15.2,0,0,0,0,0
143,530,0,0,153,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.447311827956989
195,530,0,50,174,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.350537634408602
173,530,0,50,165,35,2.2,7,10.42,61.2,719,1,0,31,15.2,0,0,0,0,0.253129346314325
194,530,0,50,0.966,35,2.2,7,5.62,51.5,540,1,0,23,15.2,0,0,0,0,0.237037037037037
204,530,0,50,1.104,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.352688172043011
217,530,0,50,1.158,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.363440860215054
137,530,0,0,192,35,2.2,7,5.62,51.5,540,1,0,23,15.2,0,0,0,0,0.42037037037037
208,530,0,50,183,35,2.2,7,5.62,51.5,540,1,0,23,15.2,0,0,0,0,0.283333333333333
196,530,0,50,1.197,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.436559139784946
236,530,0,0,108,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.21505376344086
181,530,0,0,0.924,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.273118279569893
197,530,0,0,114,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.303225806451613
154,530,0,50,1.146,35,2.2,7,5.62,51.5,540,1,0,23,15.2,0,0,0,0,0.422222222222222
176,530,0,50,0.963,35,2.2,7,5.62,51.5,540,1,0,23,15.2,0,0,0,0,0.268518518518519
196,530,0,50,0.816,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.163440860215054
153,530,0,0,114,35,2.2,7,5.62,51.5,465,1,0,23,15.2,0,0,0,0,0.397849462365591
92,530,0,50,198,35,2.2,7,10.42,61.2,782,1,0,30,15.2,0,0,0,0,0.350383631713555
145,530,0,50,174,35,2.2,7,10.42,61.2,782,1,0,30,3,0,0,0,0,0.272378516624041
90,530,0,50,1.104,35,2.2,7,5.62,51.5,933,1,0,23,3,0,0,0,0,0.297963558413719
107,530,0,50,1.185,35,2.2,7,10.42,61.2,782,1,0,30,3,0,0,0,0,0.368286445012788
177,530,0,50,0.957,35,2.2,7,5.62,51.5,576,1,0,23,3,0,0,0,0,0.246527777777778
80,530,0,50,0.885,35,2.2,7,10.42,61.2,782,1,0,30,3,0,0,0,0,0.274936061381074
102,530,0,50,0.867,35,2.2,7,5.62,51.5,576,1,0,21,3,0,0,0,0,0.324652777777778
130,530,0,50,147,35,2.2,7,5.62,51.5,576,1,0,21,3,0,0,0,0,0.380208333333333
105,530,0,50,0.864,35,2.2,7,5.62,51.5,576,1,0,23,3,0,0,0,0,0.317708333333333
91,530,0,50,0.969,35,2.2,7,10.42,61.2,782,1,0,30,3,0,0,0,0,0.296675191815857
102,530,0,50,114,35,2.2,7,10.42,61.2,782,1,0,30,3,0,0,0,0,0.301790281329923
83,530,0,50,174,35,2.2,7,10.42,61.2,782,1,0,30,3,0,0,0,0,0.351662404092072
205,530,0,50,1.623,35,2.2,7,5.62,51.5,576,1,0,23,3,0,0,0,0,0.583333333333333
228,530,0,50,1.149,35,2.2,7,5.62,51.5,501,1,0,23,3,0,0,0,0,0.30938123752495
201,530,0,50,0.987,35,2.2,7,5.62,51.5,576,1,0,23,3,0,0,0,0,0.222222222222222
213,530,0,50,1.179,35,2.2,7,5.62,51.5,501,1,0,23,3,0,0,0,0,0.359281437125749
231,530,0,50,1.107,35,2.2,7,5.62,51.5,311,1,0,23,3,0,0,0,0,0.443729903536978
220,530,0,50,156,35,2.2,7,5.62,51.5,386,1,0,21,3,0,0,0,0,0.341968911917098
209,530,0,50,156,35,2.2,7,5.62,51.5,386,1,0,21,3,0,0,0,0,0.370466321243523
192,530,0,50,147,35,2.2,7,5.62,51.5,386,1,0,21,3,0,0,0,0,0.406735751295337
204,530,0,50,15,35,2.2,7,5.62,51.5,356,1,0,23,3,0,0,0,0,0.410112359550562
161,530,0,50,0.945,35,2.2,7,5.62,51.5,386,1,0,21,3,0,0,0,0,0.398963730569948
228,530,0,50,1.128,35,2.2,7,5.62,51.5,386,1,0,23,3,0,0,0,0,0.383419689119171
215,530,0,50,153,35,2.2,7,5.62,51.5,356,1,0,21,3,0,0,0,0,0.382022471910112
200,530,0,50,1.104,35,2.2,7,5.62,51.5,356,1,0,21,3,0,0,0,0,0.471910112359551
223,530,0,50,123,35,2.2,7,5.62,51.5,337,1,0,21,3,0,0,0,0,0.350148367952522
245,530,0,50,0.942,35,2.2,7,10.42,61.2,188,1,0,30,3,0,0,0,0,0.367021276595745
226,530,0,50,0.87,35,2.2,7,10.42,61.2,188,1,0,30,3,0,0,0,0,0.340425531914894
188,530,0,50,0.975,35,2.2,7,5.62,51.5,337,1,0,21,3,0,0,0,0,0.406528189910979
240,530,0,50,0.918,35,2.2,7,10.42,61.2,188,1,0,30,3,0,0,0,0,0.351063829787234
222,530,0,50,132,35,2.2,7,5.62,51.5,337,1,0,21,3,0,0,0,0,0.362017804154303
183,530,0,50,0.996,35,2.2,7,5.62,51.5,337,1,0,21,3,0,0,0,0,0.442136498516321
228,530,0,50,159,35,2.2,7,5.62,51.5,337,1,0,23,3,0,0,0,0,0.370919881305638
252,530,0,50,1.104,35,2.2,7,5.62,51.5,337,1,0,23,4.8,0,0,0,0,0.344213649851632
163,530,0,50,0.954,35,2.2,7,10.42,61.2,485,1,0,30,4.8,0,0,0,0,0.319587628865979
116,530,0,50,0.852,35,2.2,7,10.42,61.2,485,1,0,30,4.8,0,0,0,0,0.34639175257732
150,530,0,50,0.924,35,2.2,7,10.42,61.2,512,1,0,30,4.8,0,0,0,0,0.30859375
148,530,0,50,0.789,35,2.2,7,10.42,61.2,485,1,0,30,4.8,0,0,0,0,0.237113402061856
247,530,0,50,0.879,35,2.2,7,10.42,61.2,188,1,0,30,4.8,0,0,0,0,0.24468085106383
251,530,0,50,0.903,35,2.2,7,10.42,61.2,188,1,0,30,4.8,0,0,0,0,0.265957446808511
239,530,0,50,0.93,35,2.2,7,5.62,51.5,117,1,0,23,4.8,0,0,0,0,0.606837606837607
188,530,0,50,15,35,2.2,7,5.62,51.5,495,1,0,23,4.8,0,0,0,0,0.327272727272727
160,530,0,50,0.948,35,2.2,7,10.42,61.2,495,1,0,30,4.8,0,0,0,0,0.315151515151515
158,530,0,50,0.885,35,2.2,7,10.42,61.2,441,1,0,30,4.8,0,0,0,0,0.310657596371882
208,530,0,50,162,35,2.2,7,5.62,51.5,266,1,0,30,4.8,0,0,0,0,0.548872180451128
128,530,0,50,0.894,35,2.2,7,10.42,61.2,376,1,0,30,4.8,0,0,0,0,0.452127659574468
218,530,0,50,1.14,35,2.2,7,10.42,61.2,376,1,0,30,4.8,0,0,0,0,0.430851063829787
162,530,0,50,0.792,35,2.2,7,10.42,61.2,376,1,0,30,4.8,0,0,0,0,0.271276595744681
135,530,0,50,0.951,35,2.2,7,10.42,61.2,376,1,0,30,4.8,0,0,0,0,0.484042553191489
138,530,0,50,0.915,35,2.2,7,10.42,61.2,376,1,0,30,4.8,0,0,0,0,0.444148936170213
168,530,0,50,0.981,35,2.2,7,10.42,61.2,376,1,0,30,4.8,0,0,0,0,0.422872340425532
168,530,0,50,0.969,35,2.2,7,10.42,61.2,375,1,0,30,4.8,0,0,0,0,0.413333333333333
185,530,0,50,105,35,2.2,7,10.42,61.2,375,1,0,30,4.8,0,0,0,0,0.4
172,530,0,50,0.852,35,2.2,7,10.42,61.2,321,1,0,30,4.8,0,0,0,0,0.348909657320872
188,530,0,50,0.924,35,2.2,7,10.42,61.2,375,1,0,30,4.8,0,0,0,0,0.32
208,530,0,50,138,35,2.2,7,10.42,61.2,375,1,0,30,4.8,0,0,0,0,0.368
200,530,0,50,0.933,35,2.2,7,10.42,61.2,321,1,0,30,4.8,0,0,0,0,0.345794392523364
135,530,0,50,0.936,35,2.2,7,10.42,61.2,375,1,0,30,4.8,0,0,0,0,0.472
130,530,0,50,0.924,35,2.2,7,10.42,61.2,375,1,0,30,4.8,0,0,0,0,0.474666666666667
140,530,0,50,0.891,35,2.2,7,10.42,61.2,375,1,0,30,4.8,0,0,0,0,0.418666666666667
198,530,0,50,0.915,35,2.2,7,10.42,61.2,294,1,0,30,4.8,0,0,0,0,0.363945578231293
149,200,0,50,1.49,30,2,7,10.42,61.2,92,1,0,27,0.8,0,0,0,0,0.489130435
248,410,0,100,0.816,30,20,7,5.5,47.2,80,1,0,18.9,28.4,0,0,0,0,0.6
210,634,0,100,0.925,30,20,7,9.2,57.2,374,1,0,22.1,948.8,0,0,0,0,0.5267
299,664,0,50,126,30,20,7,9.2,57.2,214,1,0,21.2,198.4,0,0,0,0,0.4019
306,754,0,100,106,30,20,7,9.2,57.2,214,1,0,21.2,198.4,0,0,0,0,0.2757
279,724,0,100,112,30,20,7,9.2,57.2,374,1,0,22.1,948.8,0,0,0,0,0.3128
191,574,0,100,0.842,30,20,7,9.2,57.2,374,1,0,22.1,948.8,0,0,0,0,0.4786
181,569,0,100,0.81,30,20,7,9.2,57.2,374,1,0,22.1,948.8,0,0,0,0,0.4759
129,564,0,50,0.676,30,20,7,9.2,57.2,374,1,0,22.1,948.8,0,0,0,0,0.516
281,694,0,0,0.947,30,20,7,9.2,57.2,214,1,0,21.2,198.4,0,0,0,0,0.3224
215,637,0,100,0.928,30,20,7,9.2,57.2,367,1,0,22.1,904.4,0,0,0,0,0.515
126,466,0,100,0.678,30,20,7,9.2,57.2,346,1,0,22.1,769.5,0,0,0,0,0.578
195,445,0,100,0.743,30,20,7,9.2,57.2,235,1,0,22,572.5,0,0,0,0,0.4468
162,425,0,100,0.6,30,20,7,9.2,57.2,235,1,0,22,572.5,0,0,0,0,0.3234
136,496,0,100,0.687,30,20,7,9.2,57.2,346,1,0,22.1,769.5,0,0,0,0,0.5376
212,475,0,100,0.858,30,20,7,9.2,57.2,235,1,0,22,572.5,0,0,0,0,0.6298
165,526,0,100,0.698,30,20,7,9.2,57.2,346,1,0,22.1,769.5,0,0,0,0,0.3902
166,531,0,100,0.711,30,20,7,9.2,57.2,346,1,0,22.1,769.5,0,0,0,0,0.4104
127,506,0,100,0.567,30,20,7,9.2,57.2,346,1,0,22.1,769.5,0,0,0,0,0.3584
159,405,0,100,0.632,30,20,7,9.2,57.2,235,1,0,22,572.5,0,0,0,0,0.4383
205,505,0,100,0.713,30,20,7,9.2,57.2,235,1,0,22,572.5,0,0,0,0,0.2766
185,450,0,100,0.714,30,20,7,9.2,57.2,235,1,0,22,572.5,0,0,0,0,0.4511
193,435,0,100,0.664,30,20,7,9.2,57.2,235,1,0,22,572.5,0,0,0,0,0.2426
219,540,0,50,0.811,30,20,7,9.2,57.2,320,1,0,22.1,578.6,0,0,0,0,0.3219
236,438,0,100,0.813,30,20,7,9.2,57.2,208,1,0,21.9,381.5,0,0,0,0,0.3365
172,599,0,100,0.716,30,20,7,9.2,57.2,404,1,0,22.2,1135.1,0,0,0,0,0.3292
241,544,0,100,0.884,30,20,7,9.2,57.2,244,1,0,21.6,384.8,0,0,0,0,0.4385
210,284,0,100,0.801,30,20,7,5.5,47.2,64,1,0,22.2,397.8,0,0,0,0,1.7812
211,510,0,100,0.775,30,20,7,5.5,47.2,305,1,0,22.1,997.7,0,0,0,0,0.3115
208,515,0,100,0.801,30,20,7,5.5,47.2,305,1,0,22.1,997.7,0,0,0,0,0.3869
187,495,0,100,0.784,30,20,7,5.5,47.2,305,1,0,22.1,997.7,0,0,0,0,0.4885
234,646,0,100,0.767,30,20,7,5.5,47.2,106,1,0,19.7,36.2,0,0,0,0,0.4057
273,632,0,100,0.893,30,20,7,5.5,47.2,142,1,0,19.8,39.5,0,0,0,0,0.3451
254,506,0,100,0.813,30,20,7,5.5,47.2,106,1,0,19.7,36.2,0,0,0,0,0.3208
167,457,0,100,0.648,30,20,7,5.5,47.2,217,1,0,21.1,233.2,0,0,0,0,0.4516
226,406,0,100,0.732,30,20,7,5.5,47.2,106,1,0,19.7,36.2,0,0,0,0,0.3396
226,382,0,50,0.767,30,20,7,5.5,47.2,142,1,0,19.8,39.5,0,0,0,0,0.4155
228,376,0,100,0.716,30,20,7,5.5,47.2,106,1,0,19.7,36.2,0,0,0,0,0.1981
246,417,0,100,0.802,30,20,7,5.5,47.2,142,1,0,19.8,39.5,0,0,0,0,0.3028
248,427,0,100,0.816,30,20,7,5.5,47.2,142,1,0,19.8,39.5,0,0,0,0,0.338
226,402,0,100,0.75,30,20,7,5.5,47.2,142,1,0,19.8,39.5,0,0,0,0,0.338
140,482,0,100,0.617,30,20,7,5.5,47.2,302,1,0,21.6,789.9,0,0,0,0,0.4338
141,477,0,100,0.572,30,20,7,5.5,47.2,302,1,0,21.6,789.9,0,0,0,0,0.3278
233,392,0,100,0.808,30,20,7,5.5,47.2,142,1,0,19.8,39.5,0,0,0,0,0.5141
186,628,0,50,0.248,30,2,7,10.42,61.2,381,1,1,29.2458019103911,44.2231306022024,0,0,0,0,0.317603903590854
165,633,0,50,2.72511671867317,30,2,7,10.42,61.2,450,1,1,28.7887801736204,42.093573733183,0,0,0,0,0.329326070057363
155,615,0,50,0.248,30,2,7,10.42,61.2,450,1,1,28.6151036140136,58.089690679364,0,0,0,0,0.326842977351978
132,618,0,50,0.248,30,2,7,10.42,61.2,450,1,1,29.0204954398429,65.2845546683126,0,0,0,0,0.483382026754931
